ID,Tweet,Created_at,Location,Geo_coordinates,Followers_for_the_user,Friends,Sentiment_analysis 
1070803451418947584,"RT @WalshFreedom: Rather ""swampy"" of him wouldn't you say?

I thought he was gonna drain the swamp? https://t.co/P2t9yxBaqu",2018-12-06 22:13:32,,None,73,762,0.0
1070803451855233025,"RT @RobertMaguire_: In what appears to be yet another example of a foreign gov't making payments to a property Trump profits from, the Roma…",2018-12-06 22:13:32,"Atlanta, GA",None,840,862,-0.125
1070803451867787266,"RT @CyrusToulabi: #BREAKING: Documents point to illegal campaign coordination between Trump and the NRA.

""Trump and the gun group used the…",2018-12-06 22:13:32,"New Jersey, USA",None,516,792,-0.5
1070803452102668288,"RT @MrDanZak: 🚨 Last sentence: ""...the general manager of Trump’s hotel at Central Park said a single stay by some Saudi customers — who we…",2018-12-06 22:13:32,"West Bradenton, FL",None,2721,4998,-0.005357142857142852
1070803452224290816,"RT @SassyKadiK: To those of you criticizing Hillary for not acknowledging Trump, fuck that.
Damn lucky she didn't knock him into next week.",2018-12-06 22:13:32,,None,29,808,-0.022222222222222237
1070803451074895872,"RT @peterdaou: How many times are women politicians going to be told to go away, to shut up, to quit, to go knit? How many times are people…",2018-12-06 22:13:31,"Los Angeles, CA",None,2263,5043,0.5
1070803451922108416,Former White House Communications Director who now works for Fox issues press release supportive of White House at… https://t.co/DKw895GAEa,2018-12-06 22:13:32,,None,524988,3125,0.125
1070803452031201280,The fucker can't read,2018-12-06 22:13:32,California Desert,None,887,2286,0.0
1070803452194893824,RT @ZevShalev: Why hasn’t the NRA been place under some sort of conservatorship or receivership so someone can figure out how NRA membershi…,2018-12-06 22:13:32,"Oak Ridge, TN",None,749,1098,0.0
1070803452362702848,"RT @Marc_Perrone: The US Government made this anti-fascism film in 1943. 

Prophetic in the era of Trump.

🇺🇸

#Resistance #Resist #1u #Uni…",2018-12-06 22:13:32,,None,21,318,0.0
1070803452576448513,RT @pattykins8: Because you’re rude and uneducated @DonLemon. If a conservative said that about Obama they would have been characterized as…,2018-12-06 22:13:32,,None,427,67,-0.3
1070803452551446529,RT @Rosie: yes - this is how its done ... https://t.co/yd12TJ2DLO,2018-12-06 22:13:32,"Charleston, South Carolina",None,5710,5140,0.0
1070803452782174208,RT @ABC: Nancy Pelosi says lawmakers should punt a debate over Pres. Trump's demand for a border wall to next fall in order to avert a part…,2018-12-06 22:13:32,,None,4514,459,0.0
1070803452505284609,RT @AdamSchiff: Saudi Arabia thinks it can curry favor with the president by patronizing his businesses and sending millions of dollars his…,2018-12-06 22:13:32,NE Illinois,None,3507,4345,0.0
1070803452907937793,@WashTimes great to see people aren't bashing trump for something that offends them when he was paying his respects,2018-12-06 22:13:32,"King of Prussia, PA",None,9,83,0.8
1070803452824035328,RT @Rosie: yes - this is how its done ... https://t.co/yd12TJ2DLO,2018-12-06 22:13:32,"Missouri, USA",None,5580,5238,0.0
1070803453021220864,RT @LouKnodis: Was there ever any doubt that he was in the pockets of the @NRA? Now let's hear what @DanaLoesh has to say in the subject...…,2018-12-06 22:13:32,New Jersey,None,663,688,0.0
1070803453058797568,RT @WhiteHouse: President Trump Delivers Remarks at a Hanukkah Reception https://t.co/1RKmIQEY21,2018-12-06 22:13:32,United States,None,1530,2195,0.0
1070803453344141313,RT @Politics_PR: Trump And The NRA Busted For Illegal Coordination https://t.co/mdHGfvaiFi https://t.co/Ub56j7XqBv,2018-12-06 22:13:32,The Mid-South ,None,14910,16381,-0.5
1070803453239324672,"RT @EdKrassen: BREAKING:  Nancy Pelosi just stood up to Trump, telling him that she will not give him his stupid wall.

Nancy Pelosi's spin…",2018-12-06 22:13:32,"Glendale, AZ",None,5304,4667,-0.7999999999999999
1070803453180547073,"One thing in common every President has in common in my lifetime I’m just now realizing! From Kennedy, Johnson, Nix… https://t.co/16wIQ2kStW",2018-12-06 22:13:32,DC,None,4895,5313,-0.3375
1070803453591486464,"RT @DanRather: Trump apparently shrugged off coming debt crisis with ""Yeah, but I won't be here."" Sadly that sentiment could also apply to…",2018-12-06 22:13:32,Japan,None,3715,4112,-0.225
1070803453599830019,RT @stillgray: When GamerGate and Trump prevent you from getting out of bed. Okay. https://t.co/nylW2hcB6K,2018-12-06 22:13:32,,None,2282,727,0.5
1070803453717417984,"RT @politvidchannel: BREAKING: Nancy Pelosi just Said Democrats Won't vote For Trump's Wall Said it's “immoral, ineffective, expensive,”

T…",2018-12-06 22:13:32,"Asheville, NC",None,1875,2287,-0.5
1070803454451429376,"RT @TheGoodGodAbove: Dear @TwitterSafety,

Someone is desperately trying to get My Holy and Divine Account shut down by reporting every twe…",2018-12-06 22:13:32,"Evansville, IN, USA",None,4603,4546,-0.37777777777777777
1070803454598234114,"RT @joncoopertweets: Documents Point to Illegal Campaign Coordination Between Trump and the NRA

Trump and the gun group used the same cons…",2018-12-06 22:13:32,"North Carolina, USA",None,960,1189,-0.25
1070803454430334976,"RT @Otpor17: Dana Loesch's overt threats of violence if Trump is impeached take on new meaning.

Conservative operative Paul Erickson offer…",2018-12-06 22:13:32,Centreville,None,537,3946,0.13636363636363635
1070803454556278785,"RT @emptywheel: The more I think about this national debt story, the more I realize Trump is doing the same on climate change. https://t.co…",2018-12-06 22:13:32,N 30°23' 0'' / W 89°18' 0'',None,30545,4495,0.3333333333333333
1070803454422081537,"RT @AREvers: Alert: Barr was AG when George H.W. Bush pardoned Iran-Contra figures, taking the legs out of the special counsel prosecuting…",2018-12-06 22:13:32,"they, them",None,482,658,0.35714285714285715
1070803454732382210,"@maddow Trump publicly praises registered sex offender JeffreyEpstein 
“I’ve known Jeff for 15 years. Terrific guy.… https://t.co/y7kMj71TSW",2018-12-06 22:13:32,United States,None,1045,871,0.0
1070803455005155333,@MyChickenDinner The irony here is that if she had conducted herself in the exact same way that she did and also wo… https://t.co/Pa8jzFp3At,2018-12-06 22:13:32,,None,4,63,0.125
1070803455042772993,"RT @gr8tjude_08: Obama believes that all of Trump’s successes are due to Obama, and all of Trump’s setbacks are his own.

 https://t.co/7l9…",2018-12-06 22:13:32,,None,33,56,0.2375
1070803455189622785,RT @PoliticusSarah: Trump And The NRA Busted For Illegal Coordination https://t.co/rxvCLSIMp6 via @politicususa,2018-12-06 22:13:32,,None,830,1185,-0.5
1070803455353085953,RT @e1ais: How Donald Trump Shifted $1.1M Of Campaign-Donor Money Into His Business via @forbes https://t.co/WPrLBNbonk,2018-12-06 22:13:32,Australia,None,1277,1990,0.0
1070803455344750592,RT @TeaPainUSA: Markets are in freefall due to lack of market stability. Market stability is directly linked to investor confidence and inv…,2018-12-06 22:13:32,United States,None,899,886,-0.012499999999999997
1070803455588089861,"RT @CovertWhitaker: 1) a few things Comey may want to consider before his testimony... 

1. FISA and NSA 702 queries work both ways.. maybe…",2018-12-06 22:13:33,"Tennessee, USA",None,3986,4872,-0.2
1070803455973957632,"RT @AaronBlake: Hey look it's a column in which William Barr says it was totally okay for Trump to fire Comey.

https://t.co/kGw9HgbzJ8

Th…",2018-12-06 22:13:33,Switzerland,None,565,1391,0.5
1070803455936262148,"Michael - you’re wrong. It isn’t about fighting one person, it’s about making America work for everyone so work pay… https://t.co/X6H3MiVX5B",2018-12-06 22:13:33,"Los Angeles, CA",None,51942,2007,-0.5
1070803456548454400,"RT @EdKrassen: BREAKING:  Nancy Pelosi just stood up to Trump, telling him that she will not give him his stupid wall.

Nancy Pelosi's spin…",2018-12-06 22:13:33,"California, USA",None,4291,5003,-0.7999999999999999
1070803456225656833,"RT @StephenAtHome: Well then, let’s help with that marketing! Retweet this, y’all! https://t.co/s3MBOsgLJM",2018-12-06 22:13:33,,None,365,142,0.0
1070803456363978752,RT @Kredo0: BREAKING: U.S. Fears Iran Planning ‘Massive Regional War’ in Middle East -- Trump vows support for Israeli defensive operations…,2018-12-06 22:13:33,"Gig Harbor, WA",None,7107,6894,0.0
1070803456577949696,RT @Americanforsure: @CNNPolitics @ABCPolitics @maddow https://t.co/gN51l4hAm1,2018-12-06 22:13:33,,None,533,0,0.0
1070803456666013696,"RT @ChuckCallesto: CNN infighting... 🤣🤣🤣

WATCH: Lemon says he WOULDN'T have shaken Trump’s hand at Bush Funeral...

Cuomo CALLS him OUT...…",2018-12-06 22:13:33,"Tennessee, USA",None,508,413,0.0
1070803457504919553,"@jaketapper @PamelaBrownCNN That is just sick, the United States does not do that. The Trump administration is both sad and pathetic.",2018-12-06 22:13:33,,None,18,50,-0.7380952380952381
1070803457601355776,Trump and McConnell are rejecting a potential real bipartisan achievement in criminal justice reform https://t.co/uWwp7k3bYN,2018-12-06 22:13:33,,None,51,329,-0.06666666666666667
1070803457618124801,@Garage_Floor @MeetThePress @chucktodd @SenJohnBarrasso @jpodhoretz @Commentary And he just did it. He makes excuse… https://t.co/Zv8aTcYyle,2018-12-06 22:13:33,"Newton, MA",None,242,660,0.0
1070803457949331457,"RT @joncoopertweets: Documents Point to Illegal Campaign Coordination Between Trump and the NRA

Trump and the gun group used the same cons…",2018-12-06 22:13:33,,None,355,771,-0.25
1070803458125676544,RT @dooodalpha: #AMERICA: Are you narcissist - Trump: Yes⠀⠀⠀⠀⠀⠀⠀⠀⠀#FollowBackTheResistance #impeachtrump #NotMyPresident #Retweet #FBR #SoS…,2018-12-06 22:13:33,"Miami Beach, FL",None,5798,280,0.0
1070803458008145921,"Hi @UnderArmour, piss off.",2018-12-06 22:13:33,"Portland, OR",None,432,471,0.0
1070803458096271360,RT @Starbuck603: @mikemitchellnyc This points to a HUGE PROBLEM the #MSM isn’t ready for a Female Present therein lay the initial #Trump pr…,2018-12-06 22:13:33,,None,636,1798,0.12000000000000002
1070803458268295168,RT @WhiteHouse: President Trump Delivers Remarks at a Hanukkah Reception https://t.co/1RKmIQEY21,2018-12-06 22:13:33,USA,None,25067,17376,0.0
1070803458591211522,RT @claudiapoindex2: @TheGoodGodAbove @mchovden1785 Trump stopped learning in the 1950s.,2018-12-06 22:13:33,,None,4465,4506,0.0
1070803458444288000,"RT @MichaelAaron64: @realDonaldTrump If Trump could declare marshal law and take over the media, police and legal systems, cut up a few jou…",2018-12-06 22:13:33,"Columbia, Missouri",None,202,941,0.0
1070803458305998851,We've got to remember this.,2018-12-06 22:13:33,"Temple Hills, MD",None,210,519,0.0
1070803458977075200,"RT @SassyKadiK: To those of you criticizing Hillary for not acknowledging Trump, fuck that.
Damn lucky she didn't knock him into next week.",2018-12-06 22:13:33,"Philadelphia, PA",None,544,802,-0.022222222222222237
1070803459132280832,"RT @BelkissObadia: Three weeks before Jamal Khashoggi was murdered, the Trump Organization’s business partner in Indonesia inked an agreeme…",2018-12-06 22:13:33,Washington DC,None,13538,10491,0.0
1070803459337801728,RT @thomaskaine5: PLEASE KEEP RETWEETING:  As soon as @sethmoulton endorses Pelosi &amp; encourages other anti-Pelosi democrats to endorse her…,2018-12-06 22:13:33,Texas,None,356,814,-0.125
1070803459597713408,RT @rolandscahill: Donald Trump is already lying about the crowd size for his funeral,2018-12-06 22:13:33,,None,932,1326,0.0
1070803459832770560,"RT @AaronBlake: What William Barr has said:

1) More Clinton probes needed
2) Uranium One more worthy of investigation than collusion
3) Co…",2018-12-06 22:13:34,Northeast Florida,None,401,548,0.4444444444444444
1070803459614507008,Wonder if DJTs followers mind that their money goes right into Donalds pockets ?,2018-12-06 22:13:33,"California, USA",None,666,815,0.2857142857142857
1070803459874553856,RT @Emolclause: #BREAKING: @GOP Sen @ChuckGrassley is BLOCKING efforts to have #DonJr testify again before the senate judiciary committee t…,2018-12-06 22:13:34,I wish I was at the beach.,None,706,429,0.0
1070803460101169153,"RT @wesley_jordan: Giuliani absolutely skewered Trump while describing how insanely hard it was for the ""stable genius"" to answer Mueller's…",2018-12-06 22:13:34,"London, England",None,652,1766,-0.04583333333333334
1070803460554153985,RT @brhodes: This. One principle we should be able to agree on is Republicans shouldn’t pick Democratic leaders. https://t.co/j91nHFcRMl,2018-12-06 22:13:34,"Helena, AL",None,537,763,0.5
1070803460759670784,"RT @mirjordan: NEW: Undocumented workers get the job done at President Trump's golf club. My story about who makes his bed, waters the gree…",2018-12-06 22:13:34,,None,122,468,0.13636363636363635
1070803461082632198,"RT @DavidCayJ: Killing wild horses, land grabs &amp; more outrages in US Interior Dept.'s  proposed documents purge. 

The Trump administration…",2018-12-06 22:13:34,,None,3248,4725,0.3
1070803460956667904,I’m a true blue.  We unknowingly had an illegal working for 2 years. Found out when the Courts tried to take child… https://t.co/1OEQNUhlLS,2018-12-06 22:13:34,"California, USA",None,25,111,-0.05000000000000001
1070803461615378434,RT @Franklin_Graham: It's a shame the media &amp; Trump-haters couldn’t even let the funeral of a well-loved president go by w/out trying to fi…,2018-12-06 22:13:34,,None,791,1061,0.0
1070803461611114497,"RT @EdKrassen: Just a few of the promises that Donald Trump has already broke
- Balance the federal budget.
- Another round of tax cuts bef…",2018-12-06 22:13:34,,None,315,142,-0.2
1070803461774721025,"RT @DavidLeopold: “We are tired of the abuse, the insults, the way he talks about us when he knows that we are here helping him make money.…",2018-12-06 22:13:34,"Aguadilla, Puerto Rico",None,956,887,-0.4
1070803461824905216,"RT @politvidchannel: BREAKING: Nancy Pelosi just Said Democrats Won't vote For Trump's Wall Said it's “immoral, ineffective, expensive,”

T…",2018-12-06 22:13:34,"Albuquerque, NM 🏳️‍🌈 ❄🌊",None,2290,4992,-0.5
1070803462026256384,"RT @EdKrassen: BREAKING:  Nancy Pelosi just stood up to Trump, telling him that she will not give him his stupid wall.

Nancy Pelosi's spin…",2018-12-06 22:13:34,,None,1946,2565,-0.7999999999999999
1070803462059810816,RT @Rosie: ... i heard ...he cheats ...at golf https://t.co/8cQ7hi7XRZ,2018-12-06 22:13:34,,None,40,337,0.0
1070803462441578496,"RT @Health4AllAmer: To paraphrase Flynn: if #Obama had done ONE-TENTH of what #Trump has done..
#PayToPlay
#TrumpMobFamily
#GOPComplicit
ht…",2018-12-06 22:13:34,,None,338,135,0.0
1070803462139580418,RT @billmaher: Trump lives in this opposite world. He puts criminals in charge of the Justice Department. Facts are lies. He’s awake when h…,2018-12-06 22:13:34,"Glen Burnie, MD.21061",None,1740,2490,0.0
1070803462785560576,"RT @_realBlackTrump: Democrats cant even fill an auditorium, but yet talk about ""What the American people want"". Shut up. Trump is the Amer…",2018-12-06 22:13:34,,None,245,3373,0.0
1070803463125250048,RT @markfollman: EXCLUSIVE: Documents point to illegal campaign coordination between Trump and the NRA https://t.co/nSjOShWr6z,2018-12-06 22:13:34,"Weston, FL",None,3344,4766,-0.5
1070803463070576640,"RT @WeAreOne_Q: Email chain shows Comey signed &amp; submitted FISA warrants he knew were fraudulent.  

#QAnon #WWG1WGA 

https://t.co/k0q3Aww…",2018-12-06 22:13:34,,None,1507,1372,0.0
1070803463393693696,"RT @PalmerReport: Donald Trump and NRA busted for illegal 2016 campaign conspiracy, just as Maria Butina plea deal falls into place https:/…",2018-12-06 22:13:34,"Virginia, USA, born NYC",None,2261,4678,-0.5
1070803463574089730,"RT @essenviews: Trump critics call him out: Trump and first lady Melania Trump stood, but did not recite 
the Apostles' Creed, which was wr…",2018-12-06 22:13:34,United States,None,309,1089,0.25
1070803464052183042,RT @SenSchumer: Republican election fraud in NC should be concerning for all of us. Yet President Trump and so many others are now suddenly…,2018-12-06 22:13:35,,None,56,185,0.5
1070803464463118336,RT @cj_disabledVet: Here's why Donald Trump could easily go down in history as a worse traitor than Benedict Arnold https://t.co/6kXEvNkM6g,2018-12-06 22:13:35,florida   usa,None,16858,18550,-0.2777777777777778
1070803464832409600,RT @findtruthQ: For those that use to follow Rex before he got booted off twitter he just wrote an INCREDIBLE article about the whistleblow…,2018-12-06 22:13:35,"Lincoln, IL",None,118,193,0.9
1070803465180467201,"RT @MadisonSiriusXM: How hard is it to read the word of God when you're in a house of God!! @SXMUrbanView 

CALL 866-801-TALK 

https://t.c…",2018-12-06 22:13:35,"Georgia, USA",None,7,76,-0.45572916666666674
1070803464970596352,RT @Franklin_Graham: It's a shame the media &amp; Trump-haters couldn’t even let the funeral of a well-loved president go by w/out trying to fi…,2018-12-06 22:13:35,,None,25,45,0.0
1070803465331298304,REPORT: Avenatti announces he has acquired new https://t.co/x9KfWe6blR,2018-12-06 22:13:35,"Albuquerque,NM USA",None,968,1380,0.13636363636363635
1070803465411035136,"@Tuner38 @charliekirk11 @realDonaldTrump As acknowledged by tRump in his 11/29/18 angry tweet cost = 40 million

Pa… https://t.co/ZHMo2SfsYp",2018-12-06 22:13:35,West Coast USA,None,5030,3750,-0.5
1070803465436360704,Trump's tax promise of trillions back to US fails to materialize.  https://t.co/KsUcaMOZkE  Tax bill was to enrich… https://t.co/cgUuvwkiSI,2018-12-06 22:13:35,"Atlanta, GA",None,43,181,-0.25
1070803465570443264,@StormIsUponUs @LoriRRR She probably showed him Donald Trump pictures in the invitation and remembered his terrible… https://t.co/nAOOrd7KvZ,2018-12-06 22:13:35,"Los Angeles, CA",None,555,1524,0.0
1070803465637629952,"RT @brianklaas: The stock market on the day Trump signed the tax bill: 24,754

The stock market today, nearly a year later: 24,480.

That's…",2018-12-06 22:13:35,"Vermont, USA",None,14506,13500,0.05
1070803465482502144,"RT @TomthunkitsMind: Trump on Saudi Arabia then: 'I deal with the Saudis.'
Trump on Saudi Arabia now: 'I don't make deals with Saudi Arabia…",2018-12-06 22:13:35,World Citizen,None,2437,3330,0.0
1070803465801162752,RT @somesingsfishy: @GrouchyMarkx @realDonaldTrump @GrouchyMarkx  You're confusing the LEADERS of certain countries with the PEOPLE of MANY…,2018-12-06 22:13:35,,None,630,627,-0.04285714285714286
1070803465927049219,"RT @rauljulialevy: Creo que cometimos un gravísimo error en Mexico al elegir a AMLO: a TRUMP le llamaba racista, a Peña corrupto, porque a…",2018-12-06 22:13:35,,None,186,845,0.0
1070803466098892800,Trump thinks Apostle Creed is the guy who fought Rocky...,2018-12-06 22:13:35,"Oregon, USA",None,8150,7154,0.0
1070803466401038339,RT @ScottMStedman: This is absolutely incredible journalism. It appears that the NRA and the Trump campaign illegally coordinated their ad…,2018-12-06 22:13:35,"The Villages, FL.",None,1716,2014,0.2
1070803466295988224,"RT @TeamPelosi: Nancy Pelosi says funding for Trump's 'immoral, ineffective, expensive' border wall is off the table

https://t.co/l7MaB4UX…",2018-12-06 22:13:35,New York City-Palm Beach ,None,6592,6505,-0.5
1070803466602332160,RT @floridaguy267: BREAKING: Italy joins Australia in standing with Trump on Illegal immigration.,2018-12-06 22:13:35,"Kentucky, USA",None,1207,649,-0.5
1070803466912579584,"RT @TeamPelosi: Nancy Pelosi says funding for Trump's 'immoral, ineffective, expensive' border wall is off the table

https://t.co/l7MaB4UX…",2018-12-06 22:13:35,"California, USA",None,1138,1452,-0.5
1070803466858070016,"RT @karenamyatt: Trump trying to bargain the DACA kids for his $5B wall. But like a Nancy many years before her, Pelosi just says NO. https…",2018-12-06 22:13:35,,None,62,580,0.5
1070803466854039553,RT @Rosie: ... i heard ...he cheats ...at golf https://t.co/8cQ7hi7XRZ,2018-12-06 22:13:35,"Port Arthur, TX",None,105,57,0.0
1070803467332214785,"Manuel Quevedo: Trump no tiene que darle “instrucciones” a la OPEP  
  
  https://t.co/TQeybdGsF1",2018-12-06 22:13:35,"Caracas, Venezuela",None,400441,411,0.0
1070803467667689473,RT @IndivisNewRoc: Plz support NY Assemblywoman Rozic's proposed legislation to rename NY's Donald J. Trump State Park to Heather D. Heyer…,2018-12-06 22:13:35,"New York, NY",None,152,813,0.0
1070803468011626497,@EPeconomia Qué barbaridad!! Que daño está haciendo la incertidumbre creada por Trump y sus indecisiones diplomátic… https://t.co/urCchPTQei,2018-12-06 22:13:35,,None,361,730,0.0
1070803468074565632,RT @yashar: NEW: Meet Victorina Morales. She came to the US in 1999 from Guatemala. Since 2013 she has worked as a housekeeper at Trump’s N…,2018-12-06 22:13:36,NYC and Columbia County,None,111038,2302,0.13636363636363635
1070803467990695936,"RT @gaye_gallops: SIMPERING SABOTEUR RYAN...WHY?

House leadership responsible for blocking Pro Immigration Reform package backed by DJT

S…",2018-12-06 22:13:35,United States,None,28501,28068,0.2
1070803468166811649,RT @thebradfordfile: President Trump offered an immigration deal with a pathway to citizenship for 1.8 million illegal aliens. Democrats sa…,2018-12-06 22:13:36,,None,821,716,-0.5
1070803468342878208,"RT @wesley_jordan: Giuliani absolutely skewered Trump while describing how insanely hard it was for the ""stable genius"" to answer Mueller's…",2018-12-06 22:13:36,"Wyoming, USA",None,485,1017,-0.04583333333333334
1070803468653355009,"RT @MADmagazine: Donald Trump did not recite a prayer that was printed in the program at Bush’s funeral, proving that not only is he not a…",2018-12-06 22:13:36,Ankh-Morpork,None,121,111,0.0
1070803468682715138,"President Trump, Amazon Should Run The USPS: Here's Why https://t.co/D5YU3KBSoy",2018-12-06 22:13:36,"Clover, SC",None,654,296,0.0
1070803468976312320,RT @DailyCaller: .@donlemon gets called out by @ChrisCuomo for saying he wouldn't have shaken Trump's hand at 41's service if he were Obama…,2018-12-06 22:13:36,"Pittsburgh, PA",None,5303,5829,0.0
1070803469160845312,"RT @The_UnSilent_: I could be wrong, but I’m pretty sure Dan Quayle wants to fight Trump. BAD https://t.co/OnEJNt0BE3",2018-12-06 22:13:36,UNIVERSITY OF DELAWARE 2019,None,255,545,-0.04999999999999997
1070803469378801665,"RT @MSNBC: The Daily Beast reports that President Trump says he ""won't be here"" to shoulder the blame when debt becomes untenable. https://…",2018-12-06 22:13:36,New Jersey,None,1160,5001,0.0
1070803467969675266,"@realDonaldTrump   President Trump, with all due respect, We The People are more concerned with the health of our n… https://t.co/irCZSxz7jo",2018-12-06 22:13:35,"Nashville, TN",None,14,22,0.1875
1070803469974560771,RT @BillOReilly: The trashing of Donald Trump began shortly after President Bush’s funeral ended in Washington yesterday afternoon.  It was…,2018-12-06 22:13:36,,None,104,88,0.0
1070803469978746880,"RT @MyChickenDinner: If Donald Trump wanted Hillary Clinton locked up, he should have hired her to work on his campaign.",2018-12-06 22:13:36,"Texas, USA, Planet Earth",None,211,275,0.0
1070803470200893440,RT @floridaguy267: BREAKING: The EU ends it pursuit of opposition to Trump's illegal immigration policy.   Lithuania threatens to break off…,2018-12-06 22:13:36,"Cottonwood, CA",None,33146,34711,-0.5
1070803470863777797,"RT @krassenstein: Are you telling me the so-called ""Muslim"" president knew all the words to the  Apostles’ Creed, but the 'Christian Conser…",2018-12-06 22:13:36,Wandering but not lost. ,None,122,400,0.0
1070803470943428609,RT @cocos1980: My first though was YES. Finally an answer for all those guys who say “he is good for the economy.” Or “how’s your bank acco…,2018-12-06 22:13:36,"Red City, KS",None,4410,5001,0.31666666666666665
1070803470679076865,"RT @wesley_jordan: Sen.Chuck Grassley (R-IA) is once again protecting the dictators son, Don Jr, by refusing to bring him back in to testif…",2018-12-06 22:13:36,,None,2508,3664,0.0
1070803470956052480,RT @Stillwater56: @JoeConchaTV What would they have if they didn’t have Trump to talk about 24/7! They would be bored and find someone else…,2018-12-06 22:13:36,,None,103,91,-0.5
1070803471312609280,"Donald Trump and NRA busted for illegal 2016 campaign conspiracy, just as Maria Butina plea deal falls into place https://t.co/kZzGJxHqbK",2018-12-06 22:13:36,Earth,None,479,909,-0.5
1070803471375450112,@SenSanders It looks like enough republicant and trump-turd senators are getting disgusted with Caligula trump and… https://t.co/O0yf6PfRdp,2018-12-06 22:13:36,,None,9,40,-0.5
1070803471484506112,"RT @Swamp_Fever2020: Radio Host Dave Janda asserted, 
Jamal Khashoggi's murder was carried out by ""Globalist Syndicate"" in order to crash t…",2018-12-06 22:13:36,,None,387,392,0.0
1070803471568396288,RT @SaysHummingbird: Republicans push new $25 billion bill to fund Trump’s wall **by stripping access to programs like food stamps** https:…,2018-12-06 22:13:36,Rhode Island,None,407,569,0.13636363636363635
1070803471606181889,RT @Gingrich_of_PA: The good news? It would put to rest the loco Q army infecting his base. The bad news? The establishment wing of the DOJ…,2018-12-06 22:13:36,Texas,None,3825,5001,-0.26666666666666666
1070803471807537152,RT @samstein: NEW: Trump has told aides he doesn’t care about the national debt in part because when it becomes truly untenable he will be…,2018-12-06 22:13:36,Texas,None,312,2005,0.13636363636363635
1070803471706742784,"RT @CyrusMMcQueen: Trump just canceled his meeting with Putin at the G20 citing the crisis in Ukraine, not Michael Cohen? Yeah, okay... The…",2018-12-06 22:13:36,"Ontario, Canada",None,316,457,0.5
1070803471861977089,"RT @Redpainter1: Trump will never get eulogized at the National Cathedral by politicians, historians and past Presidents.

His gold coffin…",2018-12-06 22:13:36,,None,205,257,-0.25
1070803471861985281,"RT @johncardillo: Remember, Gen. Flynn worked for Obama for years and Trump for 24 days. 

He sat with #Muller 19 times. 

Democrats should…",2018-12-06 22:13:36,,None,399,788,0.0
1070803471992004608,"RT @wesley_jordan: Sen.Chuck Grassley (R-IA) is once again protecting the dictators son, Don Jr, by refusing to bring him back in to testif…",2018-12-06 22:13:36,Wisconsin,None,2207,3842,0.0
1070803472071700485,RT @OMGno2trump: Breaking:  Trump is making the US trade deficit worse.  It's now at a 10-year high.  Worse than Obama.  He doesn't underst…,2018-12-06 22:13:36,,None,654,1571,-0.21333333333333335
1070803472126230529,"@MatthewSitman I think the biggest hurdle to having that conversation is that many Bernie foes, to some extent myse… https://t.co/mGEd2K978I",2018-12-06 22:13:36,"Kansas City, MO",None,1142,829,0.5
1070803472302383107,RT @NormEisen: Gee I wish somebody had a pending emoluments case giving them subpoena power to look into that. https://t.co/XYcQR5O0jJ,2018-12-06 22:13:37,"Bartlesville, OK",None,2673,2056,0.0
1070803472608620544,"RT @MollyMcKew: So, if it was spent in close collaboration with Trump campaign ad efforts, the next question is -- where did all that extra…",2018-12-06 22:13:37,,None,2523,2224,-0.05
1070803472939925504,"@OpiningCourt @davidsirota Stop it, the Electoral College installed trump. Elitist forefathers, terrified of populi… https://t.co/xTY5RWa3N3",2018-12-06 22:13:37,"Ohio, USA",None,392,573,0.0
1070803473116073984,"@sweimer @amusic5150 @JoJoPlumber @carterwpage @jsolomonReports I never suggested Trump should stop tweeting.

IMO,… https://t.co/QPTMV9VzPM",2018-12-06 22:13:37,,None,219,688,0.0
1070803473581727744,RT @EdwardTHardy: Hillary Clinton refused to acknowledge Donald Trump https://t.co/Ux6rItYkXY,2018-12-06 22:13:37,Republic of the Philippines,None,426,387,0.0
1070803473501843456,"RT @JohnWDean: Never saw Trump more out of place than standing with his peers. He’s without empathy so did not understand this event, and b…",2018-12-06 22:13:37,"California, USA",None,55,128,0.5
1070803473728450560,RT @YousefMunayyer: The US is directly subsidizing a foreign military industry it is competing with. https://t.co/z0NNsrf1xh,2018-12-06 22:13:37,,None,359,187,-0.041666666666666664
1070803474005266432,"RT @TalbertSwan: Stock market lost 600 points back in October wiping out all 2018 Gaines.

It dropped 800 points two days ago and suffered…",2018-12-06 22:13:37,"Alabama, USA",None,1234,1802,0.0
1070803473774432256,@WhiteHouse Trump has diminished the status and honor of his office and the standing of the US. He and his admin ar… https://t.co/A2ymtPKuMW,2018-12-06 22:13:37,,None,10,21,0.0
1070803473715920896,"Perhaps really, truely, the most repugnant thing the Donald has said So far.
Utter disregard for the Nation he is s… https://t.co/nAmrRQDq8e",2018-12-06 22:13:37,"Lower Briggsdale; Columbus,OH",None,177,297,0.2375
1070803473749434368,"RT @kylegriffin1: Trump and the NRA used the same consultants to spearhead TV ad blitzes during the '16 election, possibly in violation of…",2018-12-06 22:13:37,,None,775,948,0.0
1070803474026246147,RT @piersmorgan: Classy. President Trump’s whole response to the death of President Bush has been notably respectful despite his difference…,2018-12-06 22:13:37,USA,None,13929,15233,0.26666666666666666
1070803474244399104,"To: @FoxNews , @foxandfriends , @seanhannity , @TuckerCarlson , @IngrahamAngle , (I'd eat her)
@JudgeJeanine (MILF,… https://t.co/sFsXeDkNGv",2018-12-06 22:13:37,"Wilson, WI",None,106,217,0.0
