ID,Tweet,Created_at,Location,Geo_coordinates,Followers_for_the_user,Friends,Sentiment_analysis 
1070803021146271745,"@_angelblue05 @RichardDerichs @krassenstein At the time, Dems weren't panicking about Gorsuch because they were sti… https://t.co/sDXjf6S0qZ",2018-12-06 22:11:49,"A galaxy far, far away not being penned by Rian Johnson or Kathleen Kennedy",None,28,34,0.0
1070803021469282305,RT @Kredo0: BREAKING: U.S. Fears Iran Planning ‘Massive Regional War’ in Middle East -- Trump vows support for Israeli defensive operations…,2018-12-06 22:11:49,,None,1033,828,0.0
1070803021448269824,"RT @ajplus: The Trump admin is pushing to allow more oil and gas drilling on 9 million acres of land in 7 states, a reversal of Obama-era p…",2018-12-06 22:11:49,,None,567,379,0.5
1070803021821554693,And our Country!,2018-12-06 22:11:49,"Idontgiveafuckistan, USA ",None,1010,1302,0.0
1070803021913706497,RT @TrueFactsStated: It’s all coming together. It just seems like slow motion. Its not. It’s calm. Deliberate. Decisive. It’s #MuellerTime…,2018-12-06 22:11:49,"California, USA",None,139,25,0.0
1070803022014570497,RT @Emolclause: #BREAKING: @GOP Sen @ChuckGrassley is BLOCKING efforts to have #DonJr testify again before the senate judiciary committee t…,2018-12-06 22:11:49,St. Pete #VivaLaResistance,None,8318,9058,0.0
1070803022240919552,RT @JMyers1971: The celebration of President Bush has shown us how far we've fallen away from what we stand for. Trump has tainted the nati…,2018-12-06 22:11:49,"Wyoming, USA",None,485,1017,0.1
1070803022693969921,RT @WhiteHouse: President Trump Delivers Remarks at a Hanukkah Reception https://t.co/1RKmIQEY21,2018-12-06 22:11:49,,None,2439,3684,0.0
1070803021452455938,"Q 2558
The great question is whether Mr. Priestap will get his retirement. 
We are happy O's FBI is being gutted. I… https://t.co/11TuWuf3uJ",2018-12-06 22:11:49,University of Central Fl. 2010 Law school 2013.,None,4060,1842,0.8
1070803023344140288,"RT @stucam7771: These are some laws Pence would like to implement.

*Legalize anti-LGBT discrimination
*Make Christianity a national religi…",2018-12-06 22:11:49,,None,441,381,0.0
1070803023272673282,"RT @Briteeye777: This headline SHOULD read..

""Despite having to fight the lying #MSM #FakeNewsMedia at every single turn, &amp; nearly every g…",2018-12-06 22:11:49,,None,432,520,0.01428571428571429
1070803023826276352,"RT @joefaz: Devin Nunes Was The Point Man For The House GOP Russia Cover-Up
This would really be gratifying if this traitor goes down for t…",2018-12-06 22:11:50,Berkeley CA,None,3500,4660,0.022222222222222213
1070803023755075584,"RT @GenFlynn: We are going to win and win and win at everything we do. It is going to be tough, but Team Trump-Pence will #MAGA 🇺🇸🍀🏄",2018-12-06 22:11:50,,None,294,508,0.5027777777777779
1070803024023568385,"RT @WeAreOne_Q: Email chain shows Comey signed &amp; submitted FISA warrants he knew were fraudulent.  

#QAnon #WWG1WGA 

https://t.co/k0q3Aww…",2018-12-06 22:11:50,,None,138,102,0.0
1070803024195579906,"RT @PassTheSalty: EXCELLENT!!!

FBI Expert Suggests Michael Flynn May Have Worn a Wire in Conversations With Trump.

Trump is so screwed
😂😂…",2018-12-06 22:11:50,Midwest,None,4343,4963,1.0
1070803024107339778,"RT @AREvers: Alert: Barr was AG when George H.W. Bush pardoned Iran-Contra figures, taking the legs out of the special counsel prosecuting…",2018-12-06 22:11:50,Antarctica,None,1894,4996,0.35714285714285715
1070803024350666753,"RT @AREvers: If we are worried Whitaker is interfering with the Mueller investigation now, we should worry that Barr would tell Trump he ca…",2018-12-06 22:11:50,Never give up. Fight for good.,None,5976,5972,0.0
1070803024405127168,"RT @MSNBC: .@MaddowBlog: 

President Trump last month: ""I have answered [Mueller's questions] very easily."" 

Rudy Giuliani this month: ""An…",2018-12-06 22:11:50,florida   usa,None,16858,18550,0.2816666666666667
1070803024732286976,"RT @RVAwonk: Watch Hillary Clinton totally ignore Trump's existence as he arrived at the National Cathedral. 

... then watch to the very e…",2018-12-06 22:11:50,,None,1690,2469,0.1
1070803024677888000,RT @MichaelAvenatti: .@DonaldJTrumpJr - this is what I predicted a long time ago as you know. I asked you to deny it but you never did. Is…,2018-12-06 22:11:50,"Missouri, USA",None,2831,3828,-0.05
1070803024887472128,RT @Cato_Cat: @TheNoahRing Donald Trump; Donald Trump and Donald Trump 😁,2018-12-06 22:11:50,,None,527,1579,0.0
1070803024841502720,"Same with the El-Sisi clown in Egypt, fueling hatred against the west across Africa &amp; the middle east, but expectin… https://t.co/S5z7qz5quF",2018-12-06 22:11:50,Belgium,None,6613,5897,0.0
1070803025252503552,"RT @DeanObeidallah: Looking forward to speaking with lawyer and author @SethAbramson about his great new book, ""Proof of Collusion: How Tru…",2018-12-06 22:11:50,"New Jersey, USA",None,5941,963,0.4681818181818182
1070803025198018560,"RT @krassenstein: BREAKING:  Senators Lindsey Graham, Dianne Feinstein, Marco Rubio, Ed Markey, Todd Young and Chris Coons have introduced…",2018-12-06 22:11:50,"Culpeper, VA",None,1605,4404,0.1
1070803025181270017,😮,2018-12-06 22:11:50,"Washington, DC",None,579,836,0.0
1070803025265078273,Trump's Master Spooks https://t.co/ai6WzbWTZe,2018-12-06 22:11:50,"Burnsville, MN",None,682,867,0.0
1070803025642557446,RT @Fahrenthold: Helluva story. https://t.co/R6phWzYDJn,2018-12-06 22:11:50,,None,1226,5001,0.0
1070803026028490752,"RT @DFBHarvard: A Massachusetts church is displaying Baby Jesus in a Steel Cage to illustrate Trump's Border separation of child/parent!

O…",2018-12-06 22:11:50,Snowbird CT🏝PR,None,5307,5718,0.0
1070803026267406336,"RT @brianklaas: The stock market on the day Trump signed the tax bill: 24,754

The stock market today, nearly a year later: 24,480.

That's…",2018-12-06 22:11:50,"Takamatsu, Japan",None,138,141,0.05
1070803026393292800,"RT @RepJoeKennedy: As FERC commissioner, Bernard McNamee will choose fossil fuels over the future of our planet every time. His record made…",2018-12-06 22:11:50,,None,257,311,0.0
1070803026640863232,RT @ltlgcoach: Will the media comment on this?  My guess is not on your life!  Jeb Bush: Donald Trump ‘Couldn’t Have Been Nicer’ After Bush…,2018-12-06 22:11:50,Arizona,None,7374,7703,0.0
1070803026712109056,RT @Franklin_Graham: It's a shame the media &amp; Trump-haters couldn’t even let the funeral of a well-loved president go by w/out trying to fi…,2018-12-06 22:11:50,,None,1727,2032,0.0
1070803026640846848,"RT @SethAbramson: Some of it, yes! Besides PROOF OF COLLUSION (https://t.co/ZJsnHcVwGi), see more info on this here: https://t.co/FfcybMQni…",2018-12-06 22:11:50,,None,297,1443,0.5
1070803026854768640,"@krassenstein I cannot believe 2 years in the WH, reporters haven’t looked into illegals at all Trump properties. I… https://t.co/f0ZVxtZZEj",2018-12-06 22:11:50,USA,None,145,668,0.0
1070803026854711296,RT @Rosie: ... i heard ...he cheats ...at golf https://t.co/8cQ7hi7XRZ,2018-12-06 22:11:50,,None,1828,2899,0.0
1070803027215364096,Fox News anchor Chris Wallace 'struck' by how quickly Trump spoiled the mood at George HW Bush's funeral… https://t.co/mGW1kRbnQr,2018-12-06 22:11:50,,None,6352,6860,0.3333333333333333
1070803027555160065,"RT @axidentaliberal: DON’T BE DISTRACTED

While we mourn President Bush and ponder the Flynn memos

The Trump administration still has

14,…",2018-12-06 22:11:50,,None,1106,1597,0.0
1070803027437600768,RT @Rosie: ... i heard ...he cheats ...at golf https://t.co/8cQ7hi7XRZ,2018-12-06 22:11:50,"California, USA",None,224,399,0.0
1070803027550973952,"RT @ChristusPatriot: WATCH &amp; RT

The media had us so hoodwinked watching President Trump &amp; Hillary interact at the funeral we completely mi…",2018-12-06 22:11:50,,None,18495,19144,0.1
1070803027185954816,"RT @LeanOnAndLead: That time @tulsigabbard said this about Michael Flynn (And Gens Kelly and Mattis): ""These people, arguably, have put far…",2018-12-06 22:11:50,"Bozeman, MT",None,954,1843,0.0
1070803028096286722,RT @WashTimes: Jeb Bush: 'Gracious' Trump 'couldn't have been nicer' after my father's death https://t.co/5PoGArBzo5,2018-12-06 22:11:51,,None,115,109,0.0
1070803028389912576,RT @MatiasSpektor: Macri explicando por que nunca fará a mesma escolha geopolítica que Bolsonaro: seria estúpido para a Argentina tomar par…,2018-12-06 22:11:51,,None,89,186,0.0
1070803028511518720,"RT @MrFilmkritik: Trump repeatedly screams ""Lock her up"" at his rallies, and just a few weeks ago a MAGA person sent pipe bombs to her and…",2018-12-06 22:11:51,,None,480,740,-0.2
1070803028587016193,RT @nickiknowsnada: People criticizing Hillary Clinton for her body language &amp; facial expression around Trump at the Bush funeral are the t…,2018-12-06 22:11:51,"Illinois, USA",None,1701,2313,0.0
1070803028700221441,"RT @w_terrence: Hilary and Bill Clinton didn’t Acknowledge Trump. They did not even look at him.

They Must be Mad

RETWEET if you think sh…",2018-12-06 22:11:51,,None,129,286,-0.625
1070803028968562688,"RT @old_osc: I did my grocery shopping today, $175 and it’s just me, and it was just normal stuff, no steaks or lobster, not the organic ca…",2018-12-06 22:11:51,"Colorado, USA",None,770,713,0.15
1070803029014835200,Little nuggets to undermine our election process for democracy,2018-12-06 22:11:51,"Charlotte, NC",None,72,264,-0.1875
1070803029333499904,RT @findtruthQ: For those that use to follow Rex before he got booted off twitter he just wrote an INCREDIBLE article about the whistleblow…,2018-12-06 22:11:51,New Zealand,None,1558,4999,0.9
1070803029170024453,Russia's Congressman.....,2018-12-06 22:11:51,,None,345,4768,0.0
1070803028897357831,Interesting perspective. I was wondering why First Step had so much GOP support. I should know by now that privatiz… https://t.co/b0OeCyhzG7,2018-12-06 22:11:51,"New York, NY",None,67,1221,0.31666666666666665
1070803029673340928,Scott Pruitt will always be the quintessential Trump cabinet Secretary because the public corruption was so brazen… https://t.co/TLfHNNW8LG,2018-12-06 22:11:51,United States,None,1246,2989,0.0
1070803029954301952,RT @ObservadorUY: Almagro va por la reelección en la OEA con apoyo de Trump y Bolsonaro. https://t.co/rj4IzX7i9X,2018-12-06 22:11:51,Florida,None,192,475,0.0
1070803030348611586,RT @Emolclause: #BREAKING: @GOP Sen @ChuckGrassley is BLOCKING efforts to have #DonJr testify again before the senate judiciary committee t…,2018-12-06 22:11:51,,None,6618,7277,0.0
1070803030340198400,"RT @CyrusToulabi: #BREAKING: Documents point to illegal campaign coordination between Trump and the NRA.

""Trump and the gun group used the…",2018-12-06 22:11:51,"The Great White North(ern, IL)",None,1404,3015,-0.5
1070803030948368385,"@realDonaldTrump It's random capitalization day in trump's corrupt AF universe again. 
Bonus: random apostrophe day too!   #IdiotInChief",2018-12-06 22:11:51,"Chicago, IL New York, NY",None,6611,7269,-0.5416666666666666
1070803030684123136,RT @KatrinaPierson: That’s similar to the way I feel every day. “At least Hillary isn’t President.” https://t.co/TUMUsZbSJr,2018-12-06 22:11:51,,None,809,233,-0.15
1070803031103553537,"RT @J_amesp: For two years I’ve been tracking far-right extremism and hostile state activity.

It spans Brexit, Trump, Europe, and the rest…",2018-12-06 22:11:51,,None,2735,5001,0.0
1070803030952546306,"RT @AwakeDeborah: @AmeriWify @SenGillibrand It's DIABOLICAL!
It suits the globalistic socialist agenda - she's ONE of them.
 
Disarm us
Dem…",2018-12-06 22:11:51,Savona,None,1066,190,0.0
1070803031124598785,"RT @Pappiness: It's more and more clear Trump never wanted to become President.

He wanted money. He wanted power. He wanted a tower in Mos…",2018-12-06 22:11:51,"Annapolis, MD",None,469,2388,0.3666666666666667
1070803031359414272,RT @portersure: Math Genious #Trump gets 50% approval from Rasmussen (who only poll repug lol) says he deserves an A+ or 75% if not for Mue…,2018-12-06 22:11:51,"Brookhaven, Pa",None,131,112,0.4
1070803031527051264,RT @hannahdreier: The housekeeper who waits on Trump at his New Jersey golf club is undocumented. She says the club helped her work without…,2018-12-06 22:11:51,Canada,None,4915,4652,0.13636363636363635
1070803031158087681,My POTUS is the Best I've seen yet &amp; I have seen many Presidents. Anyone who can't see that is either too young to… https://t.co/w1mIQCYwZE,2018-12-06 22:11:51,"Tazwell, Indiana",None,6384,6392,0.5333333333333333
1070803031539752960,"RT @HuffPostPol: Twitter exploded over a report that Donald Trump shrugged off the looming national debt crisis because ""I won't be here.""…",2018-12-06 22:11:51,,None,20,75,0.0
1070803031535554560,RT @chrislhayes: He’s right! Same w Dubya and Reagan! It’s not an accident! https://t.co/qFlPXVRG6H,2018-12-06 22:11:51,,None,20,75,0.17857142857142855
1070803031535599621,RT @morgfair: Here's why Donald Trump could easily go down in history as a worse traitor than Benedict Arnold https://t.co/KIu0Ywzefk,2018-12-06 22:11:51,Merrick.NY,None,4105,4101,-0.2777777777777778
1070803031854366720,"RT @JacobAWohl: Fun Fact: Donald Trump now owns 10 of the Dow’s top 20 BEST single-day GAINS in stock market history... 

03/26/18 +669
11/…",2018-12-06 22:11:52,,None,221,52,0.6
1070803031992594432,"RT @Briteeye777: More #MSM #FakeNews 

Living in West Virginia,
&amp; being a proud coal miner's daughter, I can tell you this is 100% a manufa…",2018-12-06 22:11:52,United States,None,3253,4955,0.65
1070803032210882560,@Mezmerplague @MsMollyRachael What exactly is trump doing? She could not have sold weapons to Saudi Arabia she was… https://t.co/HzIE36DVNb,2018-12-06 22:11:52,Texas,None,16,75,0.25
1070803031955001344,Another pedophile. I'm willing to bet he has molested his daughter and she's become inured to his shenanigans. He w… https://t.co/xLGcLzYHJj,2018-12-06 22:11:52,Michigan,None,8801,8329,0.25
1070803032701583361,"RT @Tombx7M: Let’s not forget 
#FoxAndFriends #MorningJoe 
#Tcot #ccot #WWG1WGA #Qanon
#MAGA #KAG #Trump #walkaway #WWG1WGA https://t.co/B7…",2018-12-06 22:11:52,,None,12323,10064,0.0
1070803032768724995,"RT @JoeyDoyle100: Supreme Court’s double-jeopardy case holds Mueller probe implications; Kavanaugh vote key

https://t.co/D9RWwW2SwW
Wow! C…",2018-12-06 22:11:52,"South Carolina, USA",None,3822,269,0.0625
1070803032823226368,"@TheNoahRing Trump, Regan, JFK",2018-12-06 22:11:52,"Texas, USA",None,1109,1607,0.0
1070803032760377345,RT @rolandscahill: It must suck for Trump to be the least powerful most powerful man in the world,2018-12-06 22:11:52,IL land of corruption,None,2570,2353,0.2
1070803032940703744,False Promise:Trump's tax promise of trillions back to US fails to materialize https://t.co/8tvDKAWmem,2018-12-06 22:11:52,,None,128,138,-0.30000000000000004
1070803033095892995,"RT @essenviews: Trump critics call him out: Trump and first lady Melania Trump stood, but did not recite 
the Apostles' Creed, which was wr…",2018-12-06 22:11:52,,None,44,184,0.25
1070803033372680195,"@stevesilberman Like donald tRump, both sides. A circles has corners. Ha!",2018-12-06 22:11:52,New York,None,1234,1737,0.0
1070803033343344641,RT @NewRepvblican: The French are finally awakening... in an attempt to take their country back they’re finally taking the streets and expr…,2018-12-06 22:11:52, #MAGA,None,4434,4934,0.0
1070803033603362816,RT @findtruthQ: For those that use to follow Rex before he got booted off twitter he just wrote an INCREDIBLE article about the whistleblow…,2018-12-06 22:11:52,"Novi, MI",None,1950,2387,0.9
1070803033632567296,RT @DavidCornDC: EXCLUSIVE: Documents point to illegal campaign coordination between Trump and the NRA https://t.co/Ljzs3nsnxZ via @MotherJ…,2018-12-06 22:11:52,"Wellington, NZ",None,3094,1675,-0.5
1070803033737625600,"RT @DanRather: Trump apparently shrugged off coming debt crisis with ""Yeah, but I won't be here."" Sadly that sentiment could also apply to…",2018-12-06 22:11:52,United Kingdom,None,77,313,-0.225
1070803033787789314,RT @blakehounshell: Spoiler: It won't. https://t.co/m1oNb7m2Wu,2018-12-06 22:11:52,,None,346,229,0.0
1070803033787981830,"RT @MyChickenDinner: If Donald Trump wanted Hillary Clinton locked up, he should have hired her to work on his campaign.",2018-12-06 22:11:52,,None,231,1360,0.0
1070803033892757504,RT @samstein: Mitt Romney was discovered to have used a lawn service that employed undocumented laborers and it was a BFD for his 2008 camp…,2018-12-06 22:11:52,NE Ohio,None,1241,4275,0.0
1070803034194763784,"RT @RightHook99: HOLY TRUMP CURSE: French Parliament is now taking the first steps needed to OUST Macron from power.

WATCH: Remember when…",2018-12-06 22:11:52,"Cardiff, Wales",None,2245,2672,0.125
1070803033913786368,"RT @GenophiliaLoves: .@realDonaldTrump is a traitor 

 Trump Administration funds all nine federal resettlement contractors which leaves pr…",2018-12-06 22:11:52,"Dallas, Texas",None,153,181,0.0
1070803034450608130,"RT @krassenstein: BREAKING:  Nancy Pelosi says that the funding for Trump's 'immoral, ineffective, expensive' border wall is not happening!…",2018-12-06 22:11:52,,None,984,2053,-0.5
1070803034542927872,RT @ThePaleoRider: @SoWoke2018 @hells_bend @futureself5 @CensoredSammi @Michael00799877 @bedevilme666 @Michael_me @1313rocker @Catlynn22 @b…,2018-12-06 22:11:52,,None,19194,19166,0.0
1070803034446409732,"@realDonaldTrump In your dreams, maybe. Trump is definitiely the WORST president in history! Soon, a Democrat will be in office again.",2018-12-06 22:11:52,,None,0,21,-1.0
1070803034387574784,"@Franklin_Graham @POTUS @realDonaldTrump Tell Trump to quit making Trump look bad. He just crapped out a ""Lock her… https://t.co/yDvfCNyfZ2",2018-12-06 22:11:52, Wyoming ,None,491,890,-0.6999999999999998
1070803034836475904,"RT @joncoopertweets: Trump needs to #FireWhitaker. Retweet if you agree. Then use the below link to send a letter to your Congressperson, a…",2018-12-06 22:11:52,"Ridgefield, CT",None,115,483,0.0
1070803034899238912,"RT @kylegriffin1: Trump and the NRA used the same consultants to spearhead TV ad blitzes during the '16 election, possibly in violation of…",2018-12-06 22:11:52,"Ottawa, Ontario",None,78,59,0.0
1070803034790215680,RT @FrankPallone: Today’s announcement is another attempt by the Trump Administration to prop up the coal industry at a time when carbon em…,2018-12-06 22:11:52,SF Bay Area,None,3137,849,0.0
1070803035096604672,@WSJ What we are seeing with this huge interest in the funeral of president 41 is not only the death of GB but the… https://t.co/CZ3hCVEPRV,2018-12-06 22:11:52,,None,25,130,0.20000000000000004
1070803034739900416,"RT @saradannerdukic: You mean when he shuffled in with his coat on like he was late to a live show, treated a Marine like his personal serv…",2018-12-06 22:11:52,"Oregon, USA",None,127,354,-0.11903409090909092
1070803035587272704,"RT @old_osc: Trump supports the Saudis’ not for $270,000 

He supports them because SAUDI like RUSSIA HELPED HIM WIN THE FRACKING ELECTION…",2018-12-06 22:11:52,The bright end of nowhere,None,1532,1959,0.8
1070803035935387648,RT @cheri4trump: Wow~If It Were Only That Easy!! We Could Fill That Chalkboard Plus Many More &amp; Let The Erasing Begin!! Cleaning Up What Th…,2018-12-06 22:11:52,"Ohio, USA",None,10103,10214,0.48958333333333337
1070803036140912642,"RT @charliekirk11: There are riots in socialist France because of radical leftist fuel taxes

Media barely mentioning this

America is boom…",2018-12-06 22:11:53,Canada,None,1,6,0.0
1070803036208009216,"RT @rauljulialevy: Creo que cometimos un gravísimo error en Mexico al elegir a AMLO: a TRUMP le llamaba racista, a Peña corrupto, porque a…",2018-12-06 22:11:53,locombia,None,1224,345,0.0
1070803036518400002,RT @Rosie: yes - this is how its done ... https://t.co/yd12TJ2DLO,2018-12-06 22:11:53,USA,None,286,550,0.0
1070803036396638208,RT @AdamSchiff: Saudi Arabia thinks it can curry favor with the president by patronizing his businesses and sending millions of dollars his…,2018-12-06 22:11:53,,None,308,303,0.0
1070803037197873152,RT @krassenstein: No it wouldn't you egotistical maniac.  I will tell you how you could garner a 100% approval though... RESIGN IMMEDIATELY…,2018-12-06 22:11:53,,None,56,154,0.0
1070803037420179456,"RT @krassenstein: BREAKING:  Nancy Pelosi says that the funding for Trump's 'immoral, ineffective, expensive' border wall is not happening!…",2018-12-06 22:11:53,"Brooklyn, NY",None,3666,3374,-0.5
1070803038003113984,@Karoli https://t.co/WvSlDU2ecu,2018-12-06 22:11:53,"Calgary, Alberta",None,365,1875,0.0
1070803038128922624,"RT @RepJoeKennedy: As FERC commissioner, Bernard McNamee will choose fossil fuels over the future of our planet every time. His record made…",2018-12-06 22:11:53,Somewhere in Midgard ,None,674,630,0.0
1070803038321983493,"RT @kylegriffin1: Trump and the NRA used the same consultants to spearhead TV ad blitzes during the '16 election, possibly in violation of…",2018-12-06 22:11:53,Germany / Allemagne / Germania,None,1004,2546,0.0
1070803037961109504,RT @MarkRuffalo: Now let’s see if they do anything about this and the amoral war in #Yemen. https://t.co/x2Jce7EFEe,2018-12-06 22:11:53,,None,28,177,0.0
1070803038229544961,"RT @_blackintellect: Honestly I know Obama likely despises Trump, but I hate how he has to pretend otherwise. I wish he would've extended h…",2018-12-06 22:11:53,"Denver, Co",None,242,2598,-0.0666666666666667
1070803038468661248,"RT @wesley_jordan: Giuliani absolutely skewered Trump while describing how insanely hard it was for the ""stable genius"" to answer Mueller's…",2018-12-06 22:11:53,,None,22837,22925,-0.04583333333333334
1070803038506442753,RT @HillReporter: Trump’s New Jersey Golf Resort Employs Illegal Immigrants https://t.co/DPwo6Q4fKF,2018-12-06 22:11:53,,None,722,1040,-0.18181818181818182
1070803038602964999,"RT @TeamPelosi: Nancy Pelosi says funding for Trump's 'immoral, ineffective, expensive' border wall is off the table

https://t.co/l7MaB4UX…",2018-12-06 22:11:53,,None,1376,2644,-0.5
1070803038892244992,RT @krassenstein: BREAKING:  13 State Attorneys General are filing an amicus brief this afternoon calling Trump's efforts to restrict asylu…,2018-12-06 22:11:53,,None,170,100,0.02500000000000001
1070803038929997826,"RT @juliehdavis: “We are tired of the abuse, the insults, the way he talks about us when he knows that we are here helping him make money.”…",2018-12-06 22:11:53,"California, USA",None,482,1629,-0.4
1070803039227789312,RT @AdamSchiff: Saudi Arabia thinks it can curry favor with the president by patronizing his businesses and sending millions of dollars his…,2018-12-06 22:11:53,"Los Angeles, CA",None,1524,2672,0.0
1070803039639011328,"RT @EdKrassen: Just a few of the promises that Donald Trump has already broke
- Balance the federal budget.
- Another round of tax cuts bef…",2018-12-06 22:11:53,"Virginia, USA",None,3980,4849,-0.2
1070803040016445443,RT @DickButt4Prez: i don't know why everybody's so upset that trump didn't play assassin's creed at george bushes funeral,2018-12-06 22:11:53,,None,273,1355,0.0
1070803040041623552,RT @QTeguy: @MichelleToland4 @qanon76 I hope there’s more after HRC arrested. The opposite of 4 minutes on the clock is 11/7/2017. The day…,2018-12-06 22:11:53,"Wisconsin, USA",None,2669,3177,0.25
1070803040452542465,Takes a while but the story does mention the woman had fake documents when she was hired.,2018-12-06 22:11:54,"Calgary, Alberta",None,2616,1491,-0.5
1070803040456847361,@ActibiciVlc @Joanenric67Joan @ripoll_angels @ManuelMadMZ @giuseppegrezzi Por suerte esa mierda la respiramos todos… https://t.co/jZu9TPZxpQ,2018-12-06 22:11:54,,None,154,191,0.0
1070803040553320450,"RT @ClandestineRos1: Bingo. And what did Mueller just reveal to us via the sentencing memo? 

You can’t trust what the TV says. Mueller has…",2018-12-06 22:11:54,"Columbus, MS",None,953,1009,0.0
1070803040767070208,"RT @RepMattGaetz: This whole thing is a joke. Why was there a double standard for Hillary Clinton?

https://t.co/zdlXqS9o2j",2018-12-06 22:11:54,Left Coast :-(,None,3078,3439,0.06666666666666667
1070803040649781248,Trump was fuming about sharing the spotlight with GHW Bush — but proud of himself for behaving at funeral https://t.co/oEL4n8Zea0,2018-12-06 22:11:54,,None,9586,9453,0.8
1070803041094385665,"RT @HoarseWisperer: Treason Turtle, if there was a War on Coal, Trump would dodge the draft; Mattis would lie about how it’s going; coal wo…",2018-12-06 22:11:54,,None,1868,3327,0.0
1070803041354432512,RT @ChrisRowland9: It’s getting good folks.  Comey is now cornered.  #checkmate #releasethefisadocs #LockThemAllUp https://t.co/bKrggi5mv7,2018-12-06 22:11:54,"Knoxville, TN",None,27723,28399,0.7
1070803041354465282,"But GHWB conned trump into going to his memorial service, where trump was extremely miserable

https://t.co/eiwDJ5LFjT
#Resist     #maga",2018-12-06 22:11:54,"Houston, TX",None,2242,2839,-1.0
1070803041606139905,"RT @ajplus: The Trump admin is pushing to allow more oil and gas drilling on 9 million acres of land in 7 states, a reversal of Obama-era p…",2018-12-06 22:11:54,,None,597,332,0.5
1070803041480294400,RT @KatrinaPierson: That’s similar to the way I feel every day. “At least Hillary isn’t President.” https://t.co/TUMUsZbSJr,2018-12-06 22:11:54,"Cleveland, OH",None,184,1276,-0.15
1070803041845198849,What qualifies you to become a top Trump energy regulator? Telling your son to deny climate change. https://t.co/w2Vs9S2SMD,2018-12-06 22:11:54,SF Bay Area,None,53,209,0.5
1070803041845047297,"RT @MarkJKremer: Instead of talking about how ""Clinton ignored Trump"" let's talk about the restraint &amp; self discipline it took her to NOT j…",2018-12-06 22:11:54,"Colorado, USA",None,1297,1539,0.0
1070803042000343040,"RT @HillReporter: Trump 2020 Campaign Has Funneled Over $1 Million To His Businesses, New Report Claims https://t.co/NjuOyNmKI0",2018-12-06 22:11:54,"Connecticut, USA",None,2391,4968,0.13636363636363635
1070803042122022912,"RT @foe_us: For decades, opposition to drilling has left the pristine Arctic off limits — but now the Trump administration is hurriedly cle…",2018-12-06 22:11:54,"Leicester, England",None,107,222,0.0
1070803042289811459,RT @TeaPainUSA: Markets are in freefall due to lack of market stability. Market stability is directly linked to investor confidence and inv…,2018-12-06 22:11:54,Indianapolis Indiana ,None,344,130,-0.012499999999999997
1070803042331701248,"RT @HillReporter: Trump’s Team Considers Removing Mike Pence from 2020 Ticket
https://t.co/M7B4qj6cSd",2018-12-06 22:11:54,,None,89,635,0.0
1070803042897817600,"RT @DanRather: Trump apparently shrugged off coming debt crisis with ""Yeah, but I won't be here."" Sadly that sentiment could also apply to…",2018-12-06 22:11:54,,None,66,33,-0.225
1070803043510173696,RT @Hosea4You: Pro-life Groups Meet at the White House to Push for Planned Parenthood Defunding #HoseaInitiative #Life #News #Trump #Maga h…,2018-12-06 22:11:54,"Orinda, CA",None,116,123,0.0
1070803043833339905,"RT @PalmerReport: Donald Trump and NRA busted for illegal 2016 campaign conspiracy, just as Maria Butina plea deal falls into place https:/…",2018-12-06 22:11:54,,None,428,520,-0.5
1070803043917152256,"RT @sean_spicier: Guy sounds like a freakin genius
https://t.co/2ErRLx7Fg9",2018-12-06 22:11:54,"Burr Ridge, IL",None,1530,2095,0.0
1070803043975917569,"RT @SarahPalinUSA: Laura Bush Grateful to Melania Trump for Personally Reaching Out to Her During Tough Week, Inviting Her Back to WH to Se…",2018-12-06 22:11:54,Traveler....USA is home ,None,3586,4124,-0.12962962962962962
1070803044508553216,"RT @old_osc: Trump supports the Saudis’ not for $270,000 

He supports them because SAUDI like RUSSIA HELPED HIM WIN THE FRACKING ELECTION…",2018-12-06 22:11:55,,None,382,815,0.8
1070803044839886849,"RT @iamwandasykes: So from the feedback I’m seeing, Trump deserves an ice cream tonight since he was so good at the funeral this morning.…",2018-12-06 22:11:55,"Lakeland, FL",None,1386,282,0.7
1070803044739166209,"RT @GOPChairwoman: .@realDonaldTrump is delivering results for all Americans, and it’s inspiring our future leaders to get involved in the…",2018-12-06 22:11:55,"California, USA",None,698,4997,0.25
1070803045049688064,RT @maydaymindy9: From this moment on I will be calling trump: “Donald” as per his opposition to being called that and how Justin Trudeau a…,2018-12-06 22:11:55,,None,164,426,0.0
1070803045036961792,"RT @mirjordan: NEW: Undocumented workers get the job done at President Trump's golf club. My story about who makes his bed, waters the gree…",2018-12-06 22:11:55,,None,12,159,0.13636363636363635
1070803045473288193,"RT @TianaTheFirst: Given the harassment the Obamas faced after Trump popularized the birther conspiracy, they would have every reason to re…",2018-12-06 22:11:55,Swamps of Texas,None,3958,3762,0.0
1070803046173761539,RT @DickButt4Prez: frankly i think it's more than a little disrespectful that all of the other president's except trump were playing a vide…,2018-12-06 22:11:55,,None,273,1355,0.0625
1070803046123241472,"RT @SpicyFiles: AAAAAAAAAHHAHHAHAHHAHAHHAHA
I can’t stop laughing 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
https://t.co/KYuAAtk7Mb",2018-12-06 22:11:55,"Los Angeles, CA",None,1363,626,0.0
